file_1_file_1_g3950	LIG4
file_2_169_g	LIG4
file_1_file_1_g3951	FBXW9
file_1_file_1_g3952	ABHD17B
file_1_file_1_g3953	-
file_1_file_1_g3954	-
file_1_file_1_g3955	-
file_1_file_1_g3957	-
file_1_file_1_g3958	-
file_1_file_1_g3959	-
file_1_file_1_g3960	-
file_1_file_2_181_g	-
file_1_file_1_g3961	-
file_1_file_1_g3962	CACNA2D4
file_1_file_1_g3963	CACNA2D4
file_1_file_1_g3964	MTRF1
file_1_file_1_g3968	FOXB1
file_1_file_1_g3969	FOXB1
file_1_file_1_g3970	FOXB1
file_1_file_1_g3971	ETFA
file_1_file_1_g3972	ACER2
file_1_file_1_g3974	PAAF1
file_1_file_1_g3975	SNX17
file_1_file_1_g3976	Uqcrb
file_1_file_1_g3977	LIPT1
file_1_file_1_g3978	GDAP2
file_1_file_1_g3979	-
file_1_file_1_g3980	-
file_1_file_1_g3981	-
file_1_file_1_g3982	-
file_1_file_1_g3983	SKIV2L2
file_1_file_1_g3984	CACNA2D4
file_1_file_1_g3987	PTCH1
file_1_file_1_g3988	UBE3C
file_1_file_1_g3989	GGCT
file_1_file_1_g3990	InR
file_1_file_1_g3991	-
file_1_file_1_g3992	BLM
file_1_file_1_g3994	MOV10L1
file_1_file_1_g3995	-
file_1_file_1_g3996	-
file_1_file_1_g3997	-
file_1_file_1_g4000	-
file_1_file_1_g4001	-
file_1_file_1_g4004	-
file_1_file_1_g4006	TCTE1
file_1_file_1_g4007	CHRNA9
file_1_file_1_g4009	-
file_1_file_1_g4010	CDK10
file_1_file_1_g4011	WDYHV1
file_1_file_1_g4013	HDDC2
file_1_file_1_g4014	-
file_1_file_1_g4016	SLCO5A1
file_1_file_1_g4018	PPIF
file_1_file_1_g4019	TRMT10C
file_1_file_1_g4020	-
file_1_file_1_g4021	EIF3E
file_1_file_1_g4023	EIF3E
file_1_file_2_241_g	EIF3E
file_1_file_1_g4024	mRpL53
file_1_file_1_g4025	AGO1
file_1_file_1_g4026	TPD52L2
file_1_file_1_g4027	HIVEP1
file_1_file_1_g4028	NME7
file_1_file_1_g4029	NME7
file_1_file_1_g4030	-
file_1_file_1_g4031	-
file_1_file_1_g4032	-
file_1_file_1_g4033	TMPRSS15
file_1_file_1_g4034	-
file_1_file_1_g4035	CAP1
file_1_file_1_g4036	-
file_1_file_1_g4037	NAPRT
file_1_file_1_g4038	-
file_1_file_1_g4039	YAP1
file_1_file_1_g4040	YAP1
file_1_file_1_g4041	LCT
file_1_file_1_g4043	-
file_1_file_1_g4044	-
file_1_file_1_g4048	-
file_1_file_1_g4049	-
file_1_file_1_g4050	-
file_1_file_1_g4051	-
file_1_file_1_g4052	GLS
file_1_file_1_g4053	MRPS28
file_1_file_1_g4054	UPF3B
file_1_file_1_g4055	-
file_1_file_1_g4056	MSL2
file_1_file_2_279_g	MSL2
file_1_file_1_g4058	-
file_1_file_1_g4059	dyl
file_1_file_1_g4061	-
file_1_file_1_g4062	-
file_1_file_1_g4063	NT5DC3
file_1_file_1_g4064	ENDOU
file_1_file_1_g4065	MCM8
file_1_file_1_g4066	-
file_1_file_1_g4067	-
file_1_file_1_g4069	-
file_1_file_1_g4070	NDUFV2
file_1_file_1_g4071	NDUFS3
file_1_file_1_g4072	SDHD
file_1_file_1_g4073	-
file_1_file_1_g4074	ort
file_1_file_1_g4077	-
file_1_file_1_g4078	-
file_1_file_1_g4080	MFSD12
file_1_file_1_g4081	CHD1
file_1_file_1_g4082	-
file_1_file_1_g4083	-
file_1_file_1_g4084	-
file_1_file_1_g4085	-
file_1_file_1_g4087	smp-2
file_1_file_1_g4088	-
file_1_file_2_312_g	-
file_1_file_1_g4089	-
file_1_file_1_g4090	PIGN
file_1_file_1_g4091	-
file_1_file_1_g4092	IQGAP3
file_1_file_1_g4093	MPPE1
file_1_file_1_g4094	NKD1
file_1_file_1_g4096	HEATR3
file_1_file_1_g4097	-
file_1_file_1_g4098	WDR65
file_1_file_1_g4099	TECR
file_1_file_1_g4100	HSF1
file_1_file_1_g4101	LRRC29
file_1_file_1_g4106	ZNF423
file_1_file_1_g4107	CLIPA3
file_1_file_1_g4108	CMIP
file_1_file_1_g4109	GOLPH3
file_1_file_1_g4110	ACSBG1
file_1_file_1_g4111	-
file_1_file_1_g4112	-
file_1_file_1_g4113	CRTAP
file_1_file_1_g4114	CRTAP
file_1_file_1_g4115	C15orf26
file_1_file_1_g4116	C15orf26
file_1_file_1_g4117	EPB41L4A
file_1_file_1_g4118	-
file_1_file_1_g4119	IL16
file_1_file_1_g4121	IL16
file_1_file_1_g4123	CHRNA7
file_1_file_1_g4124	nAChRb1
file_1_file_1_g4125	POLR2A
file_1_file_1_g4126	ARIH2
file_1_file_1_g4127	PFKL
file_1_file_1_g4129	-
file_1_file_1_g4130	-
file_1_file_1_g4132	SRRT
file_1_file_1_g4133	-
file_1_file_1_g4134	SMPD1
file_1_file_1_g4135	-
file_1_file_1_g4136	-
file_1_file_1_g4137	GRHL2
file_1_file_1_g4138	GRHL2
file_1_file_1_g4139	-
file_1_file_1_g4142	-
file_1_file_1_g4144	EEF1D
file_1_file_1_g4145	CSNK2A2
file_1_file_1_g4146	ARNT
file_1_file_1_g4147	PARP16
file_1_file_1_g4148	-
file_1_file_1_g4149	SF3B6
file_1_file_1_g4150	TDRD7
file_1_file_1_g4151	TDRD7
file_1_file_1_g4152	PABPC4
file_1_file_1_g4153	ABT1
file_1_file_1_g4154	-
file_1_file_1_g4155	-
file_1_file_1_g4157	-
file_1_file_1_g4159	CIB3
file_1_file_1_g4160	UBE2N
file_1_file_1_g4161	APBA1
file_1_file_1_g4162	-
file_1_file_1_g4163	MEF2BNB
file_1_file_1_g4164	-
file_1_file_1_g4169	-
file_1_file_1_g4172	-
file_1_file_1_g4180	-
file_1_file_2_406_g	TK2
file_1_file_1_g4183	TK2
file_1_file_1_g4184	PDIA6
file_1_file_1_g4185	-
file_1_file_1_g4186	RPN1
file_1_file_1_g4187	GALK2
file_1_file_1_g4188	-
file_1_file_1_g4189	ACOX2
file_1_file_1_g4190	RPL19
file_1_file_1_g4191	ACOX2
file_1_file_1_g4192	ACOX2
file_1_file_1_g4193	ACOX2
file_1_file_1_g4194	ACOX2
file_1_file_1_g4195	-
file_1_file_1_g4196	-
file_1_file_1_g4197	-
file_1_file_1_g4198	KLHL5
file_1_file_1_g4199	CCT8
file_1_file_1_g4200	mycbp
file_1_file_1_g4201	ATP5O
file_1_file_1_g4202	eif2s3
file_1_file_1_g4203	CUL5
file_1_file_1_g4204	-
file_1_file_1_g4205	CREBRF
file_1_file_1_g4206	PAOX
file_1_file_1_g4207	NUDT18
file_1_file_1_g4208	TAPT1
file_1_file_1_g4209	-
file_1_file_1_g4213	-
file_1_file_1_g4214	-
file_1_file_1_g4215	TMEM127
file_1_file_1_g4216	-
file_1_file_1_g4217	SDC2
file_1_file_1_g4219	-
file_1_file_1_g4220	-
file_1_file_1_g4221	-
file_1_file_1_g4222	bw
file_1_file_1_g4223	RAB32
file_1_file_1_g4224	RAB32
file_1_file_1_g4225	SLC25A32
file_1_file_1_g4226	PMPCB
file_1_file_1_g4227	COG3
file_1_file_1_g4228	COG3
file_1_file_1_g4231	-
file_1_file_1_g4232	TSC22D2
file_1_file_1_g4233	-
file_1_file_1_g4234	-
file_1_file_1_g4235	-
file_1_file_1_g4236	ken
file_1_file_1_g4241	-
file_1_file_1_g4242	-
file_1_file_1_g4243	STAU1
file_1_file_2_478_g	Phm
file_1_file_1_g4244	Phm
file_1_file_1_g4247	-
file_1_file_1_g4248	-
file_1_file_1_g4249	MEF2C
file_1_file_2_485_g	-
file_1_file_1_g4250	-
file_1_file_1_g4251	Cda5
file_1_file_1_g4252	PASK
file_1_file_1_g4253	PREP
file_1_file_1_g4255	NUP188
file_1_file_1_g4256	AK2
file_1_file_1_g4257	cgef-1
file_1_file_1_g4258	MCF2L
file_1_file_1_g4259	-
file_1_file_1_g4261	GYG1
file_1_file_1_g4262	RYK
file_1_file_1_g4263	-
file_1_file_1_g4264	-
file_1_file_1_g4267	-
file_1_file_1_g4269	-
file_1_file_2_505_g	-
file_1_file_1_g4270	-
file_1_file_1_g4271	-
file_1_file_1_g4272	MED30
file_1_file_2_510_g	-
file_1_file_1_g4273	-
file_1_file_1_g4275	RBM38
file_1_file_1_g4276	-
file_1_file_1_g4277	-
file_1_file_1_g4278	-
file_1_file_1_g4279	-
file_1_file_1_g4280	STAU1
file_1_file_1_g4281	SHC3
file_1_file_1_g4282	-
file_1_file_1_g4283	-
file_1_file_1_g4284	CLPTM1L
file_1_file_1_g4285	-
file_1_file_1_g4287	MCRS1
file_1_file_1_g4288	-
file_1_file_1_g4289	DUSP3
file_1_file_1_g4290	-
file_1_file_1_g4292	SHC3
file_1_file_1_g4294	-
file_1_file_1_g4295	-
file_1_file_1_g4296	-
file_1_file_1_g4300	-
file_1_file_1_g4301	dve-1
file_1_file_1_g4302	-
file_1_file_1_g4303	-
file_1_file_1_g4304	-
file_1_file_1_g4305	Gp150
file_1_file_1_g4306	ADHFE1
file_1_file_1_g4307	ASAP1
file_1_file_1_g4310	-
file_1_file_1_g4311	-
file_1_file_1_g4313	-
file_1_file_1_g4314	EXOSC7
file_1_file_1_g4315	-
file_1_file_1_g4316	-
file_1_file_1_g4317	-
file_1_file_1_g4318	-
file_1_file_1_g4320	Obp56d
file_1_file_1_g4321	-
file_1_file_1_g4322	NAA35
file_1_file_1_g4323	NAA35
file_1_file_1_g4324	-
file_1_file_1_g4325	-
file_1_file_1_g4326	-
file_1_file_1_g4327	-
file_1_file_1_g4328	-
file_1_file_1_g4329	-
file_1_file_1_g4330	-
file_1_file_1_g4331	-
file_1_file_1_g4332	-
file_1_file_1_g4334	-
file_1_file_1_g4338	LINGO1
file_1_file_1_g4339	-
file_1_file_2_576_g	-
file_1_file_1_g4340	-
file_1_file_2_578_g	-
file_1_file_1_g4341	-
file_1_file_1_g4342	-
file_1_file_1_g4343	QTRTD1
file_1_file_1_g4344	-
file_1_file_1_g4346	-
file_1_file_2_584_g	-
file_1_file_1_g4347	-
file_1_file_1_g4348	LCT
file_1_file_1_g4349	Nhe3
file_1_file_1_g4350	Nhe3
file_1_file_1_g4351	-
file_1_file_1_g4353	MFSD12
file_1_file_1_g4354	-
file_1_file_1_g4355	RRAGD
file_1_file_1_g4356	LPIN3
file_1_file_1_g4357	LPIN3
file_1_file_1_g4358	MRTO4
file_1_file_1_g4359	14-3-3zeta
file_1_file_1_g4360	-
file_1_file_1_g4361	-
file_1_file_1_g4362	CA2
file_1_file_1_g4363	KNTC1
file_1_file_1_g4364	ANKRD49
file_1_file_1_g4366	DDX51
file_1_file_1_g4367	CAND1
file_1_file_1_g4368	CAND1
file_1_file_1_g4369	SOGA3
file_1_file_1_g4370	NANS
file_1_file_1_g4371	HMGCL
file_1_file_1_g4372	HMGCL
file_1_file_1_g4373	RAB11FIP2
file_1_file_1_g4375	-
file_1_file_1_g4377	-
file_1_file_1_g4378	-
file_1_file_1_g4379	-
file_1_file_1_g4380	INTS6
file_1_file_1_g4383	-
file_1_file_1_g4385	-
file_1_file_1_g4387	-
file_1_file_1_g4388	-
file_1_file_1_g4390	CCNB2
file_1_file_1_g4391	GUK1
file_1_file_1_g4392	-
file_1_file_1_g4393	-
file_1_file_1_g4394	-
file_1_file_1_g4395	-
file_1_file_1_g4396	-
file_1_file_1_g4397	-
file_1_file_2_642_g	-
file_1_file_1_g4399	-
file_1_file_1_g4400	-
file_1_file_1_g4401	-
file_1_file_1_g4402	-
file_1_file_1_g4403	-
file_1_file_1_g4404	MYO3A
file_1_file_1_g4406	CTNNAL1
file_1_file_1_g4409	SEPT7
file_1_file_1_g4410	SEPT7
file_1_file_1_g4412	RMDN1
file_1_file_1_g4415	-
file_1_file_1_g4416	RAP2C
file_1_file_1_g4417	IFI30
file_1_file_1_g4419	-
file_1_file_1_g4420	Tret1
file_1_file_1_g4421	Tret1
file_1_file_1_g4422	-
file_1_file_1_g4424	INTS9
file_1_file_1_g4425	CYB5A
file_1_file_1_g4426	PIGU
file_1_file_1_g4427	-
file_1_file_1_g4430	Tpsg1
file_1_file_1_g4431	MASTL
file_1_file_1_g4433	RBM17
file_1_file_1_g4434	IFI30
file_1_file_1_g4435	-
file_1_file_1_g4436	-
file_1_file_1_g4438	SMNDC1
file_1_file_1_g4439	SLC12A8
file_1_file_1_g4440	KCNQ4
file_1_file_1_g4441	NELFCD
file_1_file_1_g4442	NSRP1
file_1_file_1_g4444	EXT1
file_1_file_1_g4445	EXT1
file_1_file_1_g4446	-
file_1_file_1_g4447	-
file_1_file_1_g4448	RPL13
file_1_file_1_g4449	NMT1
file_1_file_1_g4450	RTFDC1
file_1_file_1_g4451	GSAP
file_1_file_1_g4452	CCNE1
file_1_file_1_g4453	SMC6
file_1_file_1_g4455	ENSA
file_1_file_1_g4456	TUBG2
file_1_file_1_g4457	-
file_1_file_1_g4458	-
file_1_file_1_g4459	RRM2B
file_1_file_1_g4460	RPN2
file_1_file_1_g4461	-
file_1_file_1_g4462	DAP3
file_1_file_1_g4463	URI1
file_1_file_1_g4464	NBAS
file_1_file_1_g4466	MRPS11
file_1_file_1_g4467	DPH2
file_1_file_1_g4468	CCDC124
file_1_file_1_g4469	DPH2
file_1_file_1_g4470	PHPT1
file_1_file_1_g4471	C19orf47
file_1_file_1_g4472	C19orf47
file_1_file_1_g4473	-
file_1_file_1_g4474	IGBP1
file_1_file_1_g4476	ARHGAP18
file_1_file_1_g4477	ARHGAP18
file_1_file_1_g4478	NUP43
file_1_file_1_g4479	C9orf64
file_1_file_1_g4480	-
file_1_file_1_g4481	-
file_1_file_1_g4482	-
file_1_file_1_g4484	-
file_1_file_1_g4485	PSMB2
file_1_file_1_g4486	-
file_1_file_1_g4487	-
file_1_file_1_g4488	-
file_1_file_1_g4489	-
file_1_file_1_g4490	-
file_1_file_1_g4491	Unc-89
file_1_file_1_g4492	UBE2F
file_1_file_1_g4493	VPS25
file_1_file_1_g4494	SLCO4A1
file_1_file_1_g4496	DAW1
file_1_file_1_g4497	PRCP
file_1_file_1_g4498	CSRP2BP
file_1_file_1_g4499	TADA2A
file_1_file_1_g4500	DNAJB5
file_1_file_1_g4501	HPX6
file_1_file_1_g4502	HPX6
file_1_file_1_g4504	UBA5
file_1_file_2_745_g	UBA5
file_1_file_1_g4507	MSH5
file_1_file_1_g4508	-
file_1_file_1_g4509	-
file_1_file_1_g4510	-
file_1_file_1_g4513	HEY1
file_1_file_1_g4514	-
file_1_file_2_754_g	-
file_1_file_1_g4515	-
file_1_file_1_g4516	-
file_1_file_1_g4517	-
file_1_file_1_g4522	-
file_1_file_1_g4523	-
file_1_file_1_g4524	-
file_1_file_1_g4526	-
file_1_file_1_g4527	CFAP20
file_1_file_1_g4528	CLPTM1L
file_1_file_1_g17265	-
file_1_file_1_g17266	-
file_1_file_1_g17267	-
file_1_file_1_g17269	DDIT4L
file_1_file_1_g17270	-
file_1_file_1_g17271	USO1
file_1_file_1_g17272	PTPN13
file_1_file_1_g17273	-
file_1_file_1_g17274	ADK
file_1_file_1_g17275	KAT6B
file_1_file_1_g17276	FBXL15
file_1_file_1_g17277	-
file_1_file_1_g17278	-
file_1_file_1_g17279	-
file_1_file_1_g17280	-
file_1_file_2_6297_g	-
file_1_file_1_g17281	-
file_1_file_1_g17282	-
file_1_file_1_g17283	-
file_1_file_1_g17285	-
file_1_file_1_g17286	-
file_1_file_1_g17288	-
file_1_file_1_g17289	USO1
file_1_file_1_g17290	ASCC2
file_1_file_1_g17291	URB1
file_1_file_1_g17292	-
file_1_file_1_g17293	-
file_1_file_1_g17294	ANKRD6
file_1_file_2_6313_g	CDK5RAP1
file_1_file_1_g17295	CDK5RAP1
file_1_file_1_g17296	-
file_1_file_1_g17297	RPS26
file_1_file_1_g17298	ZFAND4
file_1_file_1_g17299	IPMK
file_1_file_1_g17300	HADH
file_1_file_1_g17301	HADH
file_1_file_1_g17302	HADH
file_1_file_1_g17303	TAF9B
file_1_file_1_g17304	GPRFZ3
file_1_file_1_g17305	-
file_1_file_1_g17307	ASCC2
file_1_file_1_g17308	-
file_1_file_1_g17309	AMD1
file_1_file_1_g17310	AMD1
file_1_file_1_g17312	-
file_1_file_1_g17313	-
file_1_file_1_g17314	PGM1
file_1_file_1_g17315	SLC38A9
file_1_file_1_g17316	COX17
file_1_file_1_g17317	BICC1
file_1_file_1_g17318	-
file_1_file_1_g17319	-
file_1_file_1_g17320	-
file_1_file_1_g17321	ZUFSP
file_1_file_2_6337_g	-
file_1_file_1_g17322	-
file_1_file_1_g17324	RND3
file_1_file_1_g17326	-
file_1_file_1_g17327	-
file_1_file_1_g17328	SENP1
file_1_file_1_g17331	SUPT5H
file_1_file_1_g17332	AQP12B
file_1_file_1_g17334	AAAS
file_1_file_1_g17336	ESPN
file_1_file_1_g17337	ESPN
file_1_file_1_g17340	MCM10
file_1_file_1_g17341	GMPS
file_1_file_1_g17342	PSMC2
file_1_file_1_g17343	-
file_1_file_1_g17344	TBC1D31
file_1_file_1_g17345	FAH
file_1_file_1_g17346	-
file_1_file_1_g17347	-
file_1_file_1_g17348	NAF1
file_1_file_1_g17349	PPP1R7
file_1_file_1_g17350	ISYNA1
file_1_file_1_g17351	PRKCI
file_1_file_1_g17353	-
file_1_file_1_g17354	-
file_1_file_1_g17355	-
file_1_file_1_g17356	CAPZB
file_1_file_1_g17357	-
file_1_file_1_g17359	EIF5A
file_1_file_1_g17362	DRGX
file_1_file_1_g17363	DRGX
file_1_file_1_g17364	CHTF18
file_1_file_1_g17365	CDK5R1
file_1_file_1_g17366	EIF4EBP2
file_1_file_1_g17367	PXYLP1
file_1_file_1_g17368	XRCC5
file_1_file_1_g17370	-
file_1_file_1_g17371	TDRKH
file_1_file_1_g17372	TDRKH
file_1_file_1_g17373	-
file_1_file_1_g17374	-
file_1_file_1_g17375	NSUN4
file_1_file_1_g17376	-
file_1_file_1_g17377	-
file_1_file_1_g17378	SLC25A16
file_1_file_1_g17379	PPP2CB
file_1_file_1_g17380	GNB2L1
file_1_file_1_g17381	MVD
file_1_file_1_g17382	WASF1
file_1_file_1_g17383	-
file_1_file_1_g17384	ING4
file_1_file_1_g17385	-
file_1_file_1_g17386	-
file_1_file_1_g17387	-
file_1_file_1_g17389	-
file_1_file_1_g17390	SPEF2
file_1_file_1_g17391	-
file_1_file_1_g17392	-
file_1_file_1_g17394	VPS11
file_1_file_1_g17395	VPS11
file_1_file_1_g17396	VPS11
file_1_file_1_g17397	unc-104
file_1_file_1_g17398	unc-104
file_1_file_1_g17400	SOD2
file_1_file_1_g17401	SLC25A36
file_1_file_1_g17402	SLC25A36
file_1_file_1_g17403	GSTCD
file_1_file_1_g17404	GBE1
file_1_file_1_g17405	MRPL41
file_1_file_1_g17406	NADK
file_1_file_1_g17408	-
file_1_file_1_g17410	PLCXD2
file_1_file_1_g17411	GAPDHS
file_1_file_1_g17412	GAPDH
file_1_file_1_g17413	GAPDH
file_1_file_1_g17414	REPS1
file_1_file_1_g17415	GPRFZ4
file_1_file_1_g17416	GPRFZ4
file_1_file_1_g17417	TFAM
file_1_file_1_g17418	-
file_1_file_1_g17419	lin-53
file_1_file_1_g17420	-
file_1_file_1_g17421	PLEKHM2
file_1_file_1_g17422	unc-104
file_1_file_1_g17424	-
file_1_file_1_g17425	PDZPH1P
file_1_file_1_g17426	-
file_1_file_1_g17427	-
file_1_file_1_g17428	-
file_1_file_1_g17430	odd
file_1_file_1_g17431	-
file_1_file_1_g17432	-
file_1_file_1_g17433	-
file_1_file_1_g17434	-
file_1_file_1_g17440	-
file_1_file_1_g17441	-
file_1_file_1_g17442	-
file_1_file_1_g17443	-
file_1_file_1_g17444	OSCP1
file_1_file_1_g17447	CCE-I1
file_1_file_1_g17448	CCE-I1
file_1_file_1_g17449	MOXD1
file_1_file_1_g17450	-
file_1_file_1_g17451	MOXD1
file_1_file_1_g17452	-
file_1_file_1_g17454	PIWIL2
file_1_file_1_g17455	NFU1
file_1_file_1_g17456	-
file_1_file_1_g17457	-
file_1_file_1_g17458	-
file_1_file_1_g17462	-
file_1_file_1_g17463	-
file_1_file_1_g17464	-
file_1_file_1_g17465	-
file_1_file_1_g17466	GPRMGL2
file_1_file_1_g17467	-
file_1_file_1_g17469	PDE5A
file_1_file_1_g17470	PDE5A
file_1_file_1_g17471	-
file_1_file_1_g17472	-
file_1_file_1_g17473	-
file_1_file_1_g17474	-
file_1_file_1_g17475	PRKG1
file_1_file_1_g17476	PRKG1
file_1_file_1_g17480	RAP1GAP
file_1_file_1_g17481	RAP1GAP
file_1_file_1_g17482	SYT15
file_1_file_1_g17484	-
file_1_file_1_g17485	-
file_1_file_1_g17486	-
file_1_file_1_g17487	ATE1
file_1_file_1_g17488	-
file_1_file_1_g17489	-
file_1_file_1_g17490	HACL1
file_1_file_1_g17491	ANKRA2
file_1_file_1_g17492	-
file_1_file_1_g17493	EFHD1
file_1_file_1_g17494	-
file_1_file_1_g17495	-
file_1_file_1_g17496	-
file_1_file_1_g17497	ING3
file_1_file_1_g17498	CACYBP
file_1_file_1_g17501	RPL13A
file_1_file_1_g17502	PLA2G12A
file_1_file_1_g17503	-
file_1_file_1_g17504	Sry-alpha
file_1_file_1_g17505	-
file_1_file_1_g17506	-
file_1_file_1_g17507	-
file_1_file_1_g17508	-
file_1_file_1_g17509	gsb-n
file_1_file_1_g17511	gsb-n
file_1_file_1_g17513	PAX3
file_1_file_1_g17514	-
file_1_file_1_g17515	-
file_1_file_2_6524_g	-
file_1_file_1_g17516	-
file_1_file_1_g17517	TpnCII
file_1_file_1_g17518	-
file_1_file_1_g17519	-
file_1_file_1_g17520	-
file_1_file_1_g17521	-
file_1_file_1_g17522	-
file_1_file_1_g17523	-
file_1_file_1_g17525	-
file_1_file_1_g17529	-
file_1_file_1_g17530	PSMD14
file_1_file_1_g17531	CMC1
file_1_file_1_g17532	TSEN2
file_1_file_1_g17533	ATP6V1H
file_1_file_1_g17534	ACTR5
file_1_file_1_g17536	ZNF182
file_1_file_1_g17538	DRC1
file_1_file_1_g17539	-
file_1_file_2_6549_g	-
file_1_file_1_g17540	KIAA0319L
file_1_file_1_g17541	-
file_1_file_1_g17542	-
file_1_file_1_g17543	-
file_1_file_1_g17544	WDR33
file_1_file_1_g17546	SMO
file_1_file_1_g17547	-
file_1_file_1_g17548	CLVS1
file_1_file_1_g17549	GLRX2
file_1_file_1_g17550	-
file_1_file_1_g17551	-
file_1_file_1_g17552	-
file_1_file_1_g17553	-
file_1_file_1_g17554	-
file_1_file_1_g17555	-
file_1_file_1_g17557	ISCA2
file_1_file_1_g17558	SDHA
file_1_file_1_g17559	TAF11
file_1_file_1_g17560	-
file_1_file_2_6572_g	-
file_1_file_1_g17561	ARF4
file_1_file_1_g17562	-
file_1_file_1_g17563	pgant3
file_1_file_1_g17565	MECOM
file_1_file_1_g17567	MECOM
file_1_file_1_g17569	DDX46
file_1_file_1_g17570	LSM3
file_1_file_1_g17571	UTP14A
file_1_file_1_g17572	-
file_1_file_1_g17573	-
file_1_file_1_g17575	-
file_1_file_1_g17576	-
file_1_file_1_g17577	-
file_1_file_1_g17578	PRPF6
file_1_file_1_g17580	-
file_1_file_1_g17581	WTAP
file_1_file_1_g17582	-
file_1_file_1_g17584	Runx3
file_1_file_1_g17586	RUNX1
file_1_file_1_g17588	RUNX1
file_1_file_1_g17589	-
file_1_file_1_g17590	-
file_1_file_1_g17591	-
file_1_file_1_g17593	-
file_1_file_1_g17594	-
file_1_file_1_g17595	PPIL4
file_1_file_1_g17596	-
file_1_file_1_g17597	-
file_1_file_1_g17598	-
